,post_id,text,time,image,video,likes,comments,shares,post_url,reactors
10,4151407821547724,"Hi
Help how import berkeleydb library on python without error
Please!",2021-05-24 07:58:06,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4151407821547724/,
11,4151467744875065,"YOUTUBE.COM
OpenCV Projects you can do using webcam",2021-05-24 08:28:02,https://i.ytimg.com/vi/Z_NByqe8J3Y/maxresdefault.jpg,,2,0,5,https://m.facebook.com/groups/InsaneTech/permalink/4151467744875065/,
12,4150267851661721,"Must Watch if you are Machine Learning Students - I can feel it 😂

Insane
నిన్న 4:53 PMకి ·

😂 Maths for Machine Learning - Why people hate maths?",2021-05-23 22:29:05,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4150267851661721/,
13,4137624999592673,I need a person who has skills on artifical intelligence,2021-05-19 18:32:27,,,14,63,0,https://m.facebook.com/groups/InsaneTech/permalink/4137624999592673/,
14,4148883865133453,"OCTONAVA.COM
IT, Computer, Desktop/Laptop AMC, Networking, Tech Support Services in Delhi",2021-05-23 13:02:41,https://www.octonava.com/static/img/octonava icon.png,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4148883865133453/,
15,4148913875130452,"Estamos buscando instructores de Machine Learning.

Los interesados por favor enviar su CV a fmorrison@qualitygb.com",2021-05-23 13:16:59,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4148913875130452/,
16,4146449822043524,Is there an expert here on survival analysis?,2021-05-22 18:04:13,,,1,4,0,https://m.facebook.com/groups/InsaneTech/permalink/4146449822043524/,
17,4148721835149656,"Bulk Handling System using Artificial Intelligence and Deep Learning 🤯

Insane
నిన్న 6:04 AMకి ·

😲 This Robot uses Artificial Intelligence with Deep Learning to Recycle Better",2021-05-23 11:40:44,,,17,0,11,https://m.facebook.com/groups/InsaneTech/permalink/4148721835149656/,
18,4147480095273830,"A beginner friendly introduction to Python lists:

YOUTUBE.COM
Introduction to Lists in Python - Tutorial",2021-05-23 01:24:20,https://i.ytimg.com/vi/3POG3mjKpuE/maxresdefault.jpg,,1,0,3,https://m.facebook.com/groups/InsaneTech/permalink/4147480095273830/,
19,4147749348580238,"Deep learning can best be appreciated if its basics are understood. Scalars and vectors provide the very foundation of deep learning. Understanding them generates a broader perspective on how we deal with deep learning problems.

YOUTUBE.COM
LESSON 2: DEEP LEARNING MATHEMATICS: Scalars and Vectors",2021-05-23 03:27:36,https://i.ytimg.com/vi/-EA48WbzpTs/maxresdefault.jpg,,9,0,3,https://m.facebook.com/groups/InsaneTech/permalink/4147749348580238/,
20,4147845585237281,"Learn how to do real time Face Detection with 10 lines of code in less than 3 mins using CVZone.
Its implementation is way easier and simple than Mediapipe.
The code of the whole tutorial series is given in links description:

YOUTUBE.COM
Face Detection with 10 lines of Code | Python | OpenCV | CVZONE",2021-05-23 04:19:45,https://i.ytimg.com/vi/OkxhhUe_miU/maxresdefault.jpg,,1,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4147845585237281/,
21,3150850788270104,"Check out what's new in Insane!

Open Insane: https://tryinsane.page.link/TheInsaneApp

Topics Covered by Insane: Artificial Intelligence, Machine Learning, Data Science, Programming, & More..

Insane
14 డిసెంబర్, 2019 6:34 AMకి ·

Check out what's new in Insane!

Try Insane: https://tryinsane.page.link/TheInsaneApp",2020-06-03 21:10:13,,,54,2,1,https://m.facebook.com/groups/InsaneTech/permalink/3150850788270104/,
22,4147540481934458,Any algo better than lbph(face recognition) it keeps giving me wrong results but not all the time,2021-05-23 01:41:12,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4147540481934458/,
23,4146352878719885,"New blog ... My AI brainchild
https://mrshrekblogs.com/my-ai-brainchild/mathematical-childlike-deep-learning/",2021-05-22 17:24:24,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4146352878719885/,
24,4139307382757768,"Human body Pose Detection and Extraction

#poseestimation #posedetection #humanposedetection #poseextraction #machinelearning #artificialintelligence #opencv #mediapipe #DATAMAGIC

YOUTUBE.COM
Human body Pose Tracking | Faster Pose Detection on CPU | Pose Estimation | Machine Learning",2021-05-20 08:15:46,https://i.ytimg.com/vi/0JU3kpYytuQ/maxresdefault.jpg,,13,4,2,https://m.facebook.com/groups/InsaneTech/permalink/4139307382757768/,
25,4147067648648408,"Robofied
22 మే 4:42 PMకి ·

Wondering why your model performs poorly on unseen data while it did perform well on train and test sets?🤔 Checkout today's ML Glossary from Robofied to know why's so.🤯

Happy Learning!🥳
.
.
.
.
#glossary #మరిన్నిmachinelearning #AI #ML #artificialintelligence #robofied #programning #python3 #python #pythonprogramming #deeplearning #dataanalytics #datascience #data #bigdata #technology #datascientist #code #coding #developer #tech #technews #india",2021-05-22 22:21:24,,,1,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4147067648648408/,
26,4131428100212363,"Hi, everyone i want to join any machine / deeplearning environment from where I trained my self as a professional machine learning expert.... I am from Islamabad, PAKISTAN.... kindly please help me...",2021-05-18 01:14:27,,,8,14,0,https://m.facebook.com/groups/InsaneTech/permalink/4131428100212363/,
27,4144188935602946,"15 Amazing Python GUI Projects with Source Code

MEDIUM.COM
15 Python GUI Projects with Source Code",2021-05-21 23:48:50,https://miro.medium.com/max/1200/1*QMF0mUh4iiw8j1mMA8u6Yw.png,,1,0,3,https://m.facebook.com/groups/InsaneTech/permalink/4144188935602946/,
28,4144584465563393,Hi i am new here. I've a question. I want my pytorch model to train on picture coloring so i wanna give input as pictures and instead of labels i have to give them original colored pictures to compare values anyone can guide me how to give pictures as labels?,2021-05-22 02:56:00,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4144584465563393/,
29,4143695768985596,"I want to get the SCAE(Stack Convolutional Autoencoders) model with testing and training on the KDEF dataset to recognize facial Expression Recognition from Images.
Anyone Interested?",2021-05-21 20:34:16,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4143695768985596/,
30,4140215129333660,"Do you have the skills to work on a trading robot?

Python Experts!",2021-05-20 16:47:18,,,4,5,0,https://m.facebook.com/groups/InsaneTech/permalink/4140215129333660/,
31,4143127645709075,"What are the biggest threats we face in the era of digitalization? What can the EU do to regulate the digital transformation and use of artificial intelligence while also protecting our fundamental rights?మరిన్ని
Join us on Monday at 4 pm, where we will discuss the digital transformation of Europe with MEP Karen Melchior, who is an expert on digitalisation in the European Parliament.
https://fb.me/e/3Nb1jpExD

సోమ, 24 మే
Threats and opportunities of artificial intelligence - the future of a digital Europe?",2021-05-21 16:41:53,https://scontent.fhyd5-1.fna.fbcdn.net/v/t1.6435-0/cp0/e15/q65/c0.0.2048.908a/s480x480/184480708_3907979295954058_7276739829226884478_n.jpg?ccb=1-3&_nc_ohc=MSq9zRDlYPwAX-UWfDD&_nc_ht=scontent.fhyd5-1.fna&tp=28&oh=9e528268731ff85d0bc19269dcaddd2d&oe=60D2CCA2,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4143127645709075/,
32,4143152495706590,"Explore the ocean without limits - an amazing technological project to learn more about the ocean and what you can do to protect it!

We created a digital twin of the marine environment, for you to dive into asమరిన్ని a dolphin or even a shark, and to become a fierce protector of your home. This experience will also be available in museums!

This deeply immersive virtual reality experience lets you fall in love with the underwater realm while connecting all action and impact to real-world conservation projects. And what is even more exciting, we are LIVE on Kickstarter today to make your VR dream come true!

Check out our early dolphin discounts before they all swim away🐬

Find out How is the Water: https://howisthewater.kckb.st/fc59ac17

Thank you for your support!",2021-05-21 16:52:57,,,1,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4143152495706590/,
33,4143483175673522,"https://link.medium.com/nThPNzmnrgb

LINK.MEDIUM.COM
Machine Learning and the Architecture of Choice",2021-05-21 19:09:58,https://miro.medium.com/max/1200/1*d9o68lbtgwztDQ-w519nSg.jpeg,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4143483175673522/,
34,4141209942567512,"Hi, i need to collect data (csv file) from Facebook groups , Any idea please !

* For research purpose.",2021-05-21 00:10:08,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4141209942567512/,
35,4143022362386270,"👋 Hi there, new member here! Happy to join the group. Is anyone a founder of an Applied AI driven startup/business at scaling stage? I'm a community builder and tech advocate. I'm looking to connect with founders and see what are some of the common scaling issues they face. Please comment or if you're one and happy to have a chat.",2021-05-21 15:54:40,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4143022362386270/,
36,4142731612415345,"Hello everyone, and thanks for accepting me in the group.
I am an Industrial Designer and I am currently developing a relax assistant, which provides custom suggestions for every user based on our AI protocol.
The device helps helps people wake up in a natural way, meditate and fall asleep faster.

I was wondering if that sounds interesting to you and would want to know a bit more about the project ?

All comments are appreciated !
Thanks !",2021-05-21 13:26:12,,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4142731612415345/,
37,4142752299079943,"Techlytica
21 మే 6:37 AMకి ·

“The key to artificial intelligence has always been the representation.”, And Now Robots Can Fight Back to you.
(By Bosstown Dynamics)",2021-05-21 13:36:27,,,7,0,2,https://m.facebook.com/groups/InsaneTech/permalink/4142752299079943/,
38,4134606486561191,Artificial Intelligence can detect skin cancer by analyzing images.,2021-05-18 18:38:23,,,5,1,0,https://m.facebook.com/groups/InsaneTech/permalink/4134606486561191/,
39,4135943493094157,"I am just 12th pass so Is there any scope for Machine Learning, Data Science, Artificial Intelligence, big data hadoop, Data Analyst
Any one of them please suggest me",2021-05-19 04:32:10,,,3,7,0,https://m.facebook.com/groups/InsaneTech/permalink/4135943493094157/,
40,4141250635896776,"Hi all,

Is it enough to look to F-Measure in the following examples to decide the better classifier regardless of how skewnewss the data are?",2021-05-21 00:30:11,,,1,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4141250635896776/,
41,4141485222539984,"Check out our latest video on AI!



YOUTUBE.COM
Is AI the new electricity? Will AI replace humans? Artificial intelligence short | Ask the experts",2021-05-21 02:30:28,https://i.ytimg.com/vi/9b_z9rjQrfk/maxresdefault.jpg,,2,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4141485222539984/,
42,3150850788270104,"Check out what's new in Insane!

Open Insane: https://tryinsane.page.link/TheInsaneApp

Topics Covered by Insane: Artificial Intelligence, Machine Learning, Data Science, Programming, & More..

Insane
14 డిసెంబర్, 2019 6:34 AMకి ·

Check out what's new in Insane!

Try Insane: https://tryinsane.page.link/TheInsaneApp",2020-06-03 21:10:13,,,54,2,1,https://m.facebook.com/groups/InsaneTech/permalink/3150850788270104/,
43,4141622599192913,"Mastering a machine learning algorithm requires your understanding of conditional probability. Conditional probability means the one that is dependent on something before it is happening.

YOUTUBE.COM
LESSON 4: MACHINE LEARNING ALGORITHM ESSENTIALS: Conditional Probability",2021-05-21 03:47:10,https://i.ytimg.com/vi/jw3VVYatjHM/maxresdefault.jpg,,4,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4141622599192913/,
44,4142215785800261,"Why young researchers and graduates should consider building or working at a Startup instead of taking a Corporate Job always — Nasrin Mostafazadeh on differences between deep-tech AI startup and big-tech AI labs.

YOUTUBE.COM
Choosing to build an AI startup instead of Corporate Jobs | Nasrin Mostafazadeh",2021-05-21 09:00:25,https://i.ytimg.com/vi/MMpA9LkLKDU/maxresdefault.jpg,,1,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4142215785800261/,
45,4129746927047147,Need a Machine Learning Expert to Work on a Cartoon Me project,2021-05-17 14:14:55,,,7,13,0,https://m.facebook.com/groups/InsaneTech/permalink/4129746927047147/,
46,4140174446004395,"What is the exact mechanism and the math behind #WordEmbeddings?

In this article, we cover:

💡 What are word embeddings?
💡 Neural Language Model
💡 Word2Vec
💡 On #Softmax function
💡 Improving approximation (Softmax-/Sampling-based approaches)

Enjoy!

NEPTUNE.AI
The Ultimate Guide to Word Embeddings - neptune.ai",2021-05-20 16:29:12,https://neptune.ai/wp-content/uploads/Word_embeddings.jpg?fit=1200%2C628&ssl=1,,0,0,1,https://m.facebook.com/groups/InsaneTech/permalink/4140174446004395/,
47,4140618159293357,"KotlinDL 0.2 version (high-level deep learning library on Kotlin from JetBrains) is here: with new layers and Functional API that makes it possible for you to build and train models such as ResNet or MobileNet మరిన్నిhttps://blog.jetbrains.com/kotlin/2021/05/kotlin-dl-0-2/

Also, a special Kotlin-idiomatic DSL for image preprocessing is included (you could rotate, shrink, resize images).
If you are ready to contribute, there are ~ 20 new tickets with labels ""good first issue,"" ""good second issue.""
https://github.com/JetBrains/KotlinDL/issues

If you have any feature requests, feel free to create an issue or rise a question in the Discussion chapter.

KotlinDL is built on top of the TensorFlow Java API and has API close to Keras and other high-level frameworks like Sonnet, PyTorch Lighting, and Catalyst.

Give a star on Github to KotlinDL if you support this project, run tutorials, taste the Kotlin with Deep Learning!

BLOG.JETBRAINS.COM
KotlinDL 0.2: Functional API, Model Zoo With ResNet and MobileNet, Idiomatic Kotlin DSL for Image Preprocessing, and Many New Layers | The Kotlin Blog",2021-05-20 19:45:46,https://blog.jetbrains.com/wp-content/uploads/2021/05/KotlinDL-0.2-01-800px.png,,1,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4140618159293357/,
48,4140769952611511,"Hi everyone!

We've just published a new video about AI chatbots on our Youtube-channel 'Reporter'.

It's about the app 'Replika', that uses artificial intelligence to learn human interaction and can thusమరిన్ని generate conversations, emotions and even relationships. At least that's how the developers advertise the app, promising users real friendships and even romantic relationships.
We wanted to know how this works, so we sent our reporter Max on a self-test. In the report, we show his experiences and whether a relationship with a chatbot actually comes close to human interaction. The video is in German language, but has English subtitles.

We'd be glad, if you check it out and leave your comment on YouTube.

Have you tried Replika? What is your opinion on these kinds of chatbots?

YOUTUBE.COM
Beziehung mit einem Chatbot: Kann das funktionieren? I reporter",2021-05-20 20:53:09,https://i.ytimg.com/vi/WTYFaukM3oQ/maxresdefault.jpg,,0,0,0,https://m.facebook.com/groups/InsaneTech/permalink/4140769952611511/,
49,4138248286197011,"Hi guys, I'm founder of Bugout, we collect crash and usage reports for APIs, libraries, and command line tools. We are training machine learning models to de identify sensitive user data from stack traces. We are live streaming now on YouTube where we show how we collect data for training machine learning models. Join us now!

YOUTUBE.COM
Training ML models to deidentify sensitive user data",2021-05-19 22:39:02,https://i.ytimg.com/vi/TFKe614Ml1M/maxresdefault_live.jpg,,2,1,1,https://m.facebook.com/groups/InsaneTech/permalink/4138248286197011/,
