,post_id,text,time,image,video,likes,comments,shares,post_url,reactors
11,1503341653336232,"Informatics Practices By Yogendra Sir‎IP CS STUDENTS CLASS 11 AND Class 12 CBSE
21 మే 6:32 AMకి ·

#ipcsbyyogendrasir #pythoninhindi",2021-05-21 12:03:17,,,0,0,0,https://m.facebook.com/groups/2590865121229790/permalink/2860974477552185/,
12,1504112839925780,"Informatics Practices By Yogendra Sir‎IP CS STUDENTS CLASS 11 AND Class 12 CBSE
22 మే 7:16 AMకి ·

#ipcsbyyogendrasir #pythoninhindi",2021-05-22 12:46:53,,,0,0,0,https://m.facebook.com/groups/2590865121229790/permalink/2861730774143222/,
13,1505533689783695,"Team

Can someone share me python code for below inputs? I want it dynamically. So X and Y keep on adding.

X=['A', 'B']
Y=['C', 'D']

Output:

(A == C) & (B == D)",2021-05-24 13:32:17,,,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1505533689783695/,
14,1505778896425841,"Python Pro Hub
నిన్న 5:35 PMకి ·

Python Interview Questions.",2021-05-24 21:24:46,,,14,0,3,https://m.facebook.com/groups/pypcom/permalink/1505778896425841/,
15,1505778753092522,"Hello Guys ,
Click the link below to Follow this page, they really have great tips that can save you lots of time , thinking how to solve python problems.
It's called Python Pro Hub

Python Pro Hub",2021-05-24 21:24:25,,,3,0,0,https://m.facebook.com/groups/pypcom/permalink/1505778753092522/,
16,1505773583093039,,2021-05-24 21:15:05,,,4,0,0,https://m.facebook.com/groups/pypcom/permalink/1505773583093039/,
17,1505579739779090,"https://youtu.be/wOq0R8WlBV4

YOUTUBE.COM
Set-up python in your laptop/Mobile /learn Python in Free/in Hindi/without compromising",2021-05-24 15:20:39,https://i.ytimg.com/vi/wOq0R8WlBV4/hqdefault.jpg,,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1505579739779090/,
18,1505610769775987,"Artificial Intelligence on Fashion and Textiles
PDF:https://codelearnerz.com/learn-artificial-intelligence-on-fashion-textile-pdf-notes/",2021-05-24 16:27:49,,,4,0,7,https://m.facebook.com/groups/pypcom/permalink/1505610769775987/,
19,1505687733101624,"Python Quiz Series for school students (CS and IP) on YouTube.
Students and Teachers both can benefit from it. Students can take it as a practice/revision/self-assessment exercise. Teachers can use it as aమరిన్ని resource Q Bank for paper making and/or as revision exercise with students.
It can also be used by teachers when they have to take a class without any lesson preparation or when they don't feel like starting a topic on the last day of term/session.

Just Watch it, Like it, and share it with your students and fellow teachers.

Suggestions for new quiz topics and improvement of the series are most welcome.",2021-05-24 18:41:01,,https://video.fhyd5-1.fna.fbcdn.net/v/t42.1790-2/191679470_141828147985381_7888129444516901166_n.mp4?_nc_cat=101&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=7_Zbrzo49EoAX_k4aya&_nc_rml=0&_nc_ht=video.fhyd5-1.fna&oh=783f6f4852168436f7eb912b37816cb7&oe=60ACABD9,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1505687733101624/,
20,1505687806434950,"Python and JavaScript are to some extent comparable languages though with significantly different use cases and syntax. If you’re thinking about which one to take up - check our new blog.

MEDIUM.COM
Python vs JavaScript: What to Choose in 2021",2021-05-24 18:41:04,https://miro.medium.com/max/1200/1*AVnNrQx90p8zBxd1Q81FwA.jpeg,,2,0,0,https://m.facebook.com/groups/pypcom/permalink/1505687806434950/,
21,1501987406804990,"HEY GUYS , WE HIT 100K MEMBERS ON THIS GROUP.
CONGRATULATIONS AND THANK YOU ALL.
EXPECT THE BEST",2021-05-19 15:07:47,,,14,5,0,https://m.facebook.com/groups/pypcom/permalink/1501987406804990/,
22,1503331886670542,"Aprende a crear tus documentos PDF con Python ¡¡en 12 minutos!! 😁🚀💻

YOUTUBE.COM
Aprende a crear un PDF con Python en 12 minutos 😄🚀💻 - Learn how to create a PDF with Python 📑📊",2021-05-21 11:38:44,https://i.ytimg.com/vi/9XKlnD11lAA/hqdefault.jpg,,1,0,0,https://m.facebook.com/groups/pypcom/permalink/1503331886670542/,
23,1505727823097615,"These images were designed by
Abdul Latif from Pakistan
Both the banner image and this one 👇",2021-05-24 19:52:54,,,17,0,1,https://m.facebook.com/groups/pypcom/permalink/1505727823097615/,
24,1505726579764406,,2021-05-24 19:50:29,,,1,0,0,https://m.facebook.com/groups/pypcom/permalink/1505726579764406/,
25,1504856293184768,"Hello
Any python expert here who is veryyy good with writing python codes in spyder
DM me",2021-05-23 13:54:00,,,7,9,0,https://m.facebook.com/groups/pypcom/permalink/1504856293184768/,
26,1505077343162663,"I'm looking for someone who has a website that is used to manage an ordering system ( restaurent, transport reservation, hotel reservation....) to explain how it works (the actors, the documents, the procedure for an order...)",2021-05-23 21:12:56,,,3,4,0,https://m.facebook.com/groups/pypcom/permalink/1505077343162663/,
27,1504321299904934,"The Programmers
21 మే 4:30 PMకి ·",2021-05-22 20:36:03,,,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1504321299904934/,
28,1504532289883835,"Start your career with Python
Get these projects. https://bit.ly/3fcbVIK",2021-05-23 03:34:26,,,159,2,32,https://m.facebook.com/groups/pypcom/permalink/1504532289883835/,
29,1505223086481422,solution for non ascii characters?,2021-05-24 01:49:47,,,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1505223086481422/,
30,1505412823129115,"""Convert 2D image to 3D Model Python, Pytorch, Google Colab & import Obj File on Blender""

With Full Explanation

Tutorial Link:

https://youtu.be/TyYf2uglz1c",2021-05-24 09:01:45,,https://video.fhyd5-1.fna.fbcdn.net/v/t42.1790-2/191157772_312341263698375_2307176851093509051_n.mp4?_nc_cat=104&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=t714weaB21kAX9O5YLh&_nc_rml=0&_nc_ht=video.fhyd5-1.fna&oh=e239442fb729bb40b6280894f0fea350&oe=60ACB06F,1,0,3,https://m.facebook.com/groups/pypcom/permalink/1505412823129115/,
31,1505422543128143,"Important Knowledge..

https://www.facebook.com/103724618539755/posts/116793687232848/

Python Pro Hub
నిన్న 5:35 PMకి ·

Python Interview Questions.",2021-05-24 09:23:18,,,51,0,16,https://m.facebook.com/groups/pypcom/permalink/1505422543128143/,
32,1505314363138961,"I m a stuedent and I need help to understand how this code works it s very important if someone can explain i will really appreciate

import requests

from bs4 import BeautifulSoup

import sys

fromమరిన్ని urllib.parse import urljoin



s = requests.Session()

s.headers[""User-Agent""] = ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36""





def get_forms(url):

soup = BeautifulSoup(s.get(url).content, ""html.parser"")

return soup.find_all(""form"")
…

GEEKSFORGEEKS.ORG
Python Programming Language - GeeksforGeeks",2021-05-24 05:25:10,https://media.geeksforgeeks.org/wp-content/cdn-uploads/gfg_200x200-min.png,,0,0,1,https://m.facebook.com/groups/pypcom/permalink/1505314363138961/,
33,1505560966447634,"Updated the dashboard vie of my github profile, please visit once and give your suggestions!
https://github.com/Rupam-Shil",2021-05-24 14:33:57,,,10,0,4,https://m.facebook.com/groups/pypcom/permalink/1505560966447634/,
34,1503634823306915,I am looking for python developer and also any one having Manufacturing ERP Ready.,2021-05-21 20:58:38,,,10,5,0,https://m.facebook.com/groups/pypcom/permalink/1503634823306915/,
35,1504891693181228,"Simplified..

Python Pro Hub
18 మే 10:04 AMకి ·

Sets Function in Python..",2021-05-23 15:16:02,,,12,0,3,https://m.facebook.com/groups/pypcom/permalink/1504891693181228/,
36,1505463029790761,"linear Regression basic concept for Beginners
Pdf course link. https://bit.ly/3oFU93W",2021-05-24 10:54:57,,,19,0,7,https://m.facebook.com/groups/pypcom/permalink/1505463029790761/,
37,1505425276461203,"Practical Statistics for Data Scientists
PDF:https://codelearnerz.com/statistics-for-beginners-in-data-science-with-theory-and-applications/",2021-05-24 09:28:54,,,13,0,2,https://m.facebook.com/groups/pypcom/permalink/1505425276461203/,
38,1503679086635822,"For more python quizzes, please show your support by subscribing to NETS EDU: https://www.youtube.com/channel/UCplcsIsZR4q0jR3UgXjoSDQ",2021-05-21 22:09:21,,,7,7,0,https://m.facebook.com/groups/pypcom/permalink/1503679086635822/,
39,1504959806507750,Please who can create a python code to generate followers on Instagram?,2021-05-23 17:40:43,,,10,9,0,https://m.facebook.com/groups/pypcom/permalink/1504959806507750/,
40,1501987406804990,"HEY GUYS , WE HIT 100K MEMBERS ON THIS GROUP.
CONGRATULATIONS AND THANK YOU ALL.
EXPECT THE BEST",2021-05-19 15:07:47,,,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1501987406804990/,
41,1504860549851009,Python faker,2021-05-23 14:03:13,,,10,0,0,https://m.facebook.com/groups/pypcom/permalink/1504860549851009/,
42,1501987406804990,"HEY GUYS , WE HIT 100K MEMBERS ON THIS GROUP.
CONGRATULATIONS AND THANK YOU ALL.
EXPECT THE BEST",2021-05-19 15:07:47,,,14,5,0,https://m.facebook.com/groups/pypcom/permalink/1501987406804990/,
43,1504340003236397,I need python expert for some task,2021-05-22 21:11:33,,,7,12,0,https://m.facebook.com/groups/pypcom/permalink/1504340003236397/,
44,1504340496569681,"FYI: this is a FULLTIME requirement. Freelancers are also welcome.

Please write to amey@ajinkyatechnologies.in",2021-05-22 21:12:15,,,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1504340496569681/,
45,1505073716496359,"neural networks cheat Sheet for beginners to understand
Pdf course link. https://bit.ly/3ffqo74",2021-05-23 21:06:32,,,20,0,16,https://m.facebook.com/groups/pypcom/permalink/1505073716496359/,
46,1504914466512284,"It is very important I advise you to watch it :*

YOUTUBE.COM
Python for Beginners",2021-05-23 16:06:48,https://i.ytimg.com/vi/3skwKW4fgNk/hqdefault.jpg,,4,0,2,https://m.facebook.com/groups/pypcom/permalink/1504914466512284/,
47,1504998693170528,"My name is Omatsola
I am a self taught Python developer and I want to use python for AI ,
Here's my LinkedIn profile https://www.linkedin.com/mwlite/in/omatsola-eyeoyibo-99320b125
Let's connect.
Tell us about yourself in the comment section below.",2021-05-23 18:52:07,,,2,1,0,https://m.facebook.com/groups/pypcom/permalink/1504998693170528/,
48,1503788459958218,"CodeMeet
21 మే 8:09 PMకి ·

100 days Python Challenge Day Twenty-one!
21/05/21.

We would like to have your feedback on the ongoing challenge! Thank you😊.",2021-05-22 01:40:59,,,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1503788459958218/,
49,1504706283199769,"im looking for smoke detection code
anyone an help",2021-05-23 08:32:15,,,0,0,0,https://m.facebook.com/groups/pypcom/permalink/1504706283199769/,
