,post_id,text,time,image,video,likes,comments,shares,post_url,reactors
0,259556601292907,"This is an announcement for all members of this group.
Do not seek advice from any advertise on the comment section.
Most of them are scammers.",2018-07-16 04:27:57,,,190,349,10,https://m.facebook.com/groups/143322019583033/permalink/259556601292907/,
1,846872835894611,"Blockchains of Tomorrow — Challenges and Solutions

""Scalability, i.e. the ability to handle a large number of transactions at a time, appears to be the key concern when it comes to blockchain networks...""

VISIONARY-FINANCE.COM
Blockchains of Tomorrow — Challenges and Solutions - Visionary Financial",2021-05-04 22:43:35,https://visionary-finance.com/wp-content/uploads/2021/05/Tonbridge_600_400_VF.jpg,,6,8,0,https://m.facebook.com/groups/143322019583033/permalink/846872835894611/,
2,259556601292907,"This is an announcement for all members of this group.
Do not seek advice from any advertise on the comment section.
Most of them are scammers.",2018-07-16 04:27:57,,,190,349,10,https://m.facebook.com/groups/143322019583033/permalink/259556601292907/,
3,706494419932454,"The Future Of #Blockchain Technology And Cryptocurrency Applications

MORIOH.COM
The Future Of Blockchain Technology And Cryptocurrency Applications",2020-09-18 16:08:28,https://i.morioh.com/200917/04b7b004.webp,,45,126,15,https://m.facebook.com/groups/143322019583033/permalink/706494419932454/,
4,638352006746696,"Narrated test footage compilation for a mid-2018 demo of Tectum - the world's fastest blockchain with speeds over 1 million TPS. https://tectum.io

Tectum
5 జూన్, 2020 3:37 PMకి ·

Narrated test footage compilation for a mid-2018 demo of Tectum - the world's fastest blockchain with speeds over 1 million TPS. https://tectum.io",2020-06-05 23:53:04,,https://video.fhyd5-1.fna.fbcdn.net/v/t42.9040-2/83327370_1106389676401752_6936666182141345792_n.mp4?_nc_cat=108&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=tnj4XFL6v6QAX-cWCjC&_nc_rml=0&_nc_ht=video.fhyd5-1.fna&oh=353ef2822f855170cd979d5872ac0f3d&oe=60ACB4CC,21,108,4,https://m.facebook.com/groups/143322019583033/permalink/638352006746696/,
5,707185899863306,The future is decentralised Exchanges. DEX,2020-09-19 13:54:12,,,58,152,1,https://m.facebook.com/groups/143322019583033/permalink/707185899863306/,
6,516573592257872,"The New Era of Blockchain
29 నవంబర్, 2019 10:33 AMకి ·

Myth Vs Fact About Blockchain

Our Facebook page : https://www.facebook.com/newblockchainera

Our Instagram Page : https://www.instagram.com/newblockchainera371/

#Blockchain #Technology #FinancialIndustry #Stock #SupplyChain #HealthCare #Identitymanagement #Blockchain2020 #blockchaintechnology",2019-11-29 18:36:20,,,42,162,2,https://m.facebook.com/groups/143322019583033/permalink/516573592257872/,
7,836251280290100,"The AXA Switzerland announced the start of accepting BTC as a means of payment
#coinsharkmedia #coinshark #thecoinshark #cryptocurrency #cryptoinvesting #cryptocurrencytrading #cryptotradingplatform #మరిన్నిfinanceandeconomy #digitalcurrency #blockchain #crypto #ethereum #cryptocurrencies #exchange #ripplenews #Ripple #bitcoin #mining #bitcoinnews #bitcoins #bitcoinexchange #bitcoinatm #bitcoinwallet #bitcoinmining #btc

THECOINSHARK.NET
Swiss insurers now accept Bitcoins",2021-04-15 20:12:47,https://thecoinshark.net/uploads/750x500/2021/04/swiss-insurers-now-accept-bitcoins.jpg,,5,10,3,https://m.facebook.com/groups/143322019583033/permalink/836251280290100/,
8,815089745739587,"How ParallelChain™ Delivers On The Initial Promises Of #Blockchain Technology.

""A few weeks ago, Digital Transaction announced the launch of #XPLL, the blockchain’s utility #token. XPLL is now...""

VISIONARY-FINANCE.COM
How ParallelChain™ Delivers On The Initial Promises Of Blockchain Technology - Visionary Financial",2021-03-09 07:08:25,https://visionary-finance.com/wp-content/uploads/2021/03/ParallelChain.png,,7,7,0,https://m.facebook.com/groups/143322019583033/permalink/815089745739587/,
9,672714059977157,"Potentially a huge leap forward in blockchain technology. This is just a small intro video, not too in-depth, but if you look at the socials and website you'll find out how big of a deal this might be.

LIBONOMY.COM
Libonomy Blockchain Introduction

Libonomy
8 జూలై, 2020 7:26 AMకి ·

Short introduction video about Libonomy blockchain
#blockchain #ai #interoperability #hybrid #private #public #crypto",2020-07-31 16:51:39,,https://scontent.fhyd5-1.fna.fbcdn.net/v/t42.9040-4/107084858_275461583523453_7296915168230894322_n.mp4?_nc_cat=106&ccb=1-3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=4f7Ddw4rL74AX92tBw2&_nc_ht=scontent.fhyd5-1.fna&oh=824ed901ab690ca505e3fa918d17a0b9&oe=60ACB1BE,25,107,4,https://m.facebook.com/groups/143322019583033/permalink/672714059977157/,
